C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
00,INDIA,,,,,,002000,BENGALI ,15545,8218,7327,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,46,25,21
00,INDIA,,,,,,,,,,,005000,GUJARATI,5,2,3
00,INDIA,,,,,,,,,,,006000,HINDI ,3736,2102,1634
00,INDIA,,,,,,,,,,,007000,KANNADA,103,51,52
00,INDIA,,,,,,,,,,,011000,MALAYALAM,8,6,2
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,13,6,7
00,INDIA,,,,,,,,,,,014000,NEPALI ,2,1,1
00,INDIA,,,,,,,,,,,015000,ODIA ,212,101,111
00,INDIA,,,,,,,,,,,016000,PUNJABI ,3,2,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2,0,2
00,INDIA,,,,,,,,,,,018000,SANTALI ,2,1,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,52,27,25
00,INDIA,,,,,,,,,,,022000,URDU,2,1,1
00,INDIA,,,,,,,,,,,039000,DIMASA ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,984,588,396
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,,,,,,069000,KOYA ,1,1,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,3,1,2
00,INDIA,,,,,,,,,,,116000,TRIPURI ,52,29,23
00,INDIA,,,,,,,,,,,124000,OTHERS,8,5,3
00,INDIA,,,,,,003000,BODO ,109,53,56,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,36,27,9
00,INDIA,,,,,,004000,DOGRI ,2,2,0,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,005000,GUJARATI,9369,5106,4263,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,4166,2348,1818
00,INDIA,,,,,,,,,,,007000,KANNADA,17,13,4
00,INDIA,,,,,,,,,,,011000,MALAYALAM,6,1,5
00,INDIA,,,,,,,,,,,013000,MARATHI ,250,135,115
00,INDIA,,,,,,,,,,,015000,ODIA ,7,4,3
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,1,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,1,0
00,INDIA,,,,,,,,,,,019000,SINDHI,4,3,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,47,27,20
00,INDIA,,,,,,,,,,,022000,URDU,7,6,1
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,715,407,308
00,INDIA,,,,,,,,,,,041000,GADABA ,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,006000,HINDI ,4588187,2799907,1788280,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2518,1565,953
00,INDIA,,,,,,,,,,,002000,BENGALI ,10875,6558,4317
00,INDIA,,,,,,,,,,,003000,BODO ,1,0,1
00,INDIA,,,,,,,,,,,004000,DOGRI ,1,1,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,8345,5015,3330
00,INDIA,,,,,,,,,,,007000,KANNADA,31726,19838,11888
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,9,6,3
00,INDIA,,,,,,,,,,,009000,KONKANI,1312,755,557
00,INDIA,,,,,,,,,,,010000,MAITHILI ,4,1,3
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1257,903,354
00,INDIA,,,,,,,,,,,012000,MANIPURI ,16,8,8
00,INDIA,,,,,,,,,,,013000,MARATHI ,111838,63312,48526
00,INDIA,,,,,,,,,,,014000,NEPALI ,255,154,101
00,INDIA,,,,,,,,,,,015000,ODIA ,18705,10835,7870
00,INDIA,,,,,,,,,,,016000,PUNJABI ,275,186,89
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1324,862,462
00,INDIA,,,,,,,,,,,018000,SANTALI ,72,44,28
00,INDIA,,,,,,,,,,,019000,SINDHI,33,19,14
00,INDIA,,,,,,,,,,,020000,TAMIL ,26037,18403,7634
00,INDIA,,,,,,,,,,,022000,URDU,5955,4079,1876
00,INDIA,,,,,,,,,,,023000,ADI ,9,4,5
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1913,1709,204
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,76,40,36
00,INDIA,,,,,,,,,,,031000,BHOTIA ,2,2,0
00,INDIA,,,,,,,,,,,032000,BHUMIJ ,1,1,0
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,2,1,1
00,INDIA,,,,,,,,,,,039000,DIMASA ,37,19,18
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2136497,1310080,826417
00,INDIA,,,,,,,,,,,041000,GADABA ,1,0,1
00,INDIA,,,,,,,,,,,044000,GONDI,2011,1252,759
00,INDIA,,,,,,,,,,,045000,HALABI,529,298,231
00,INDIA,,,,,,,,,,,048000,HO,9,3,6
00,INDIA,,,,,,,,,,,053000,KHANDESHI,10,6,4
00,INDIA,,,,,,,,,,,055000,KHASI ,3,2,1
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,1,0,1
00,INDIA,,,,,,,,,,,063000,KOLAMI ,6,6,0
00,INDIA,,,,,,,,,,,065000,KONDA,14,11,3
00,INDIA,,,,,,,,,,,069000,KOYA ,108,76,32
00,INDIA,,,,,,,,,,,070000,KUI ,2,2,0
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,6,1,5
00,INDIA,,,,,,,,,,,073000,LADAKHI ,2,1,1
00,INDIA,,,,,,,,,,,075000,LAHNDA ,12,7,5
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,2,2,0
00,INDIA,,,,,,,,,,,089000,MOGH ,1,0,1
00,INDIA,,,,,,,,,,,092000,MUNDARI ,1,1,0
00,INDIA,,,,,,,,,,,093000,NICOBARESE ,1,1,0
00,INDIA,,,,,,,,,,,097000,PARJI ,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,2,2,0
00,INDIA,,,,,,,,,,,106000,SAVARA,5,2,3
00,INDIA,,,,,,,,,,,107000,SEMA,1,0,1
00,INDIA,,,,,,,,,,,115000,TIBETAN ,1,1,0
00,INDIA,,,,,,,,,,,117000,TULU ,39,27,12
00,INDIA,,,,,,,,,,,124000,OTHERS,1471,816,655
00,INDIA,,,,,,007000,KANNADA,2946424,1515586,1430838,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,649,365,284
00,INDIA,,,,,,,,,,,005000,GUJARATI,77,40,37
00,INDIA,,,,,,,,,,,006000,HINDI ,122747,77416,45331
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,4,2,2
00,INDIA,,,,,,,,,,,009000,KONKANI,308,143,165
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1092,624,468
00,INDIA,,,,,,,,,,,012000,MANIPURI ,2,2,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,16431,8616,7815
00,INDIA,,,,,,,,,,,014000,NEPALI ,3,1,2
00,INDIA,,,,,,,,,,,015000,ODIA ,55,39,16
00,INDIA,,,,,,,,,,,016000,PUNJABI ,9,6,3
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,187,128,59
00,INDIA,,,,,,,,,,,020000,TAMIL ,159549,87301,72248
00,INDIA,,,,,,,,,,,022000,URDU,7098,4808,2290
00,INDIA,,,,,,,,,,,023000,ADI ,1,0,1
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,59,43,16
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,3,2,1
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,111,57,54
00,INDIA,,,,,,,,,,,040000,ENGLISH ,259073,148987,110086
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,2,2,0
00,INDIA,,,,,,,,,,,117000,TULU ,1653,864,789
00,INDIA,,,,,,,,,,,124000,OTHERS,88,56,32
00,INDIA,,,,,,008000,KASHMIRI ,22,10,12,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,7,2,5
00,INDIA,,,,,,,,,,,007000,KANNADA,6,4,2
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,1,0
00,INDIA,,,,,,,,,,,022000,URDU,1,0,1
00,INDIA,,,,,,009000,KONKANI,1891,970,921,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,738,407,331
00,INDIA,,,,,,,,,,,007000,KANNADA,75,40,35
00,INDIA,,,,,,,,,,,011000,MALAYALAM,3,0,3
00,INDIA,,,,,,,,,,,013000,MARATHI ,132,76,56
00,INDIA,,,,,,,,,,,020000,TAMIL ,19,6,13
00,INDIA,,,,,,,,,,,022000,URDU,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,187,101,86
00,INDIA,,,,,,,,,,,067000,KORKU ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,2,2,0
00,INDIA,,,,,,010000,MAITHILI ,64,30,34,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,6,3,3
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,011000,MALAYALAM,18835,9513,9322,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,5,2,3
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,0,1
00,INDIA,,,,,,,,,,,006000,HINDI ,785,459,326
00,INDIA,,,,,,,,,,,007000,KANNADA,356,182,174
00,INDIA,,,,,,,,,,,009000,KONKANI,4,1,3
00,INDIA,,,,,,,,,,,013000,MARATHI ,7,2,5
00,INDIA,,,,,,,,,,,014000,NEPALI ,2,1,1
00,INDIA,,,,,,,,,,,015000,ODIA ,10,3,7
00,INDIA,,,,,,,,,,,016000,PUNJABI ,2,2,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2,0,2
00,INDIA,,,,,,,,,,,020000,TAMIL ,4002,2062,1940
00,INDIA,,,,,,,,,,,022000,URDU,20,18,2
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,4,0,4
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2236,1203,1033
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,1,0,1
00,INDIA,,,,,,,,,,,117000,TULU ,12,3,9
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,012000,MANIPURI ,47,26,21,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,21,13,8
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,1,2
00,INDIA,,,,,,013000,MARATHI ,731567,376030,355537,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,46,26,20
00,INDIA,,,,,,,,,,,005000,GUJARATI,375,206,169
00,INDIA,,,,,,,,,,,006000,HINDI ,209219,121543,87676
00,INDIA,,,,,,,,,,,007000,KANNADA,14922,7791,7131
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,1,0,1
00,INDIA,,,,,,,,,,,009000,KONKANI,99,48,51
00,INDIA,,,,,,,,,,,011000,MALAYALAM,29,20,9
00,INDIA,,,,,,,,,,,014000,NEPALI ,2,1,1
00,INDIA,,,,,,,,,,,015000,ODIA ,23,11,12
00,INDIA,,,,,,,,,,,016000,PUNJABI ,10,5,5
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,92,46,46
00,INDIA,,,,,,,,,,,018000,SANTALI ,117,69,48
00,INDIA,,,,,,,,,,,019000,SINDHI,3,2,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,177,95,82
00,INDIA,,,,,,,,,,,022000,URDU,274,168,106
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,0,1
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,16,10,6
00,INDIA,,,,,,,,,,,040000,ENGLISH ,16874,10017,6857
00,INDIA,,,,,,,,,,,044000,GONDI,1483,906,577
00,INDIA,,,,,,,,,,,045000,HALABI,4,2,2
00,INDIA,,,,,,,,,,,053000,KHANDESHI,440,239,201
00,INDIA,,,,,,,,,,,063000,KOLAMI ,23,18,5
00,INDIA,,,,,,,,,,,069000,KOYA ,39,21,18
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,3,2,1
00,INDIA,,,,,,,,,,,117000,TULU ,4,3,1
00,INDIA,,,,,,,,,,,124000,OTHERS,59,31,28
00,INDIA,,,,,,014000,NEPALI ,307,170,137,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,1,1
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,0,2
00,INDIA,,,,,,,,,,,006000,HINDI ,128,69,59
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,0,1
00,INDIA,,,,,,,,,,,022000,URDU,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,31,20,11
00,INDIA,,,,,,015000,ODIA ,449993,231003,218990,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,16,9,7
00,INDIA,,,,,,,,,,,002000,BENGALI ,601,392,209
00,INDIA,,,,,,,,,,,005000,GUJARATI,11,8,3
00,INDIA,,,,,,,,,,,006000,HINDI ,46926,29144,17782
00,INDIA,,,,,,,,,,,007000,KANNADA,47,27,20
00,INDIA,,,,,,,,,,,011000,MALAYALAM,14,11,3
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,21,12,9
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,016000,PUNJABI ,3,2,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,65,44,21
00,INDIA,,,,,,,,,,,018000,SANTALI ,2,1,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,165,111,54
00,INDIA,,,,,,,,,,,022000,URDU,28,19,9
00,INDIA,,,,,,,,,,,040000,ENGLISH ,30069,19042,11027
00,INDIA,,,,,,,,,,,041000,GADABA ,50,29,21
00,INDIA,,,,,,,,,,,044000,GONDI,7,3,4
00,INDIA,,,,,,,,,,,045000,HALABI,46,24,22
00,INDIA,,,,,,,,,,,048000,HO,1,0,1
00,INDIA,,,,,,,,,,,049000,JATAPU ,23,14,9
00,INDIA,,,,,,,,,,,050000,JUANG ,1,1,0
00,INDIA,,,,,,,,,,,054000,KHARIA ,2,1,1
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,237,117,120
00,INDIA,,,,,,,,,,,065000,KONDA,495,258,237
00,INDIA,,,,,,,,,,,069000,KOYA ,462,256,206
00,INDIA,,,,,,,,,,,070000,KUI ,1111,646,465
00,INDIA,,,,,,,,,,,097000,PARJI ,32,19,13
00,INDIA,,,,,,,,,,,106000,SAVARA,334,187,147
00,INDIA,,,,,,,,,,,124000,OTHERS,34,16,18
00,INDIA,,,,,,016000,PUNJABI ,364,205,159,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,83,48,35
00,INDIA,,,,,,,,,,,007000,KANNADA,2,2,0
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,3,2,1
00,INDIA,,,,,,,,,,,015000,ODIA ,3,1,2
00,INDIA,,,,,,,,,,,020000,TAMIL ,5,4,1
00,INDIA,,,,,,,,,,,022000,URDU,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,67,32,35
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,017000,SANSKRIT ,7444,4953,2491,,,,,
00,INDIA,,,,,,,,,,,005000,GUJARATI,2,2,0
00,INDIA,,,,,,,,,,,006000,HINDI ,1225,804,421
00,INDIA,,,,,,,,,,,007000,KANNADA,74,47,27
00,INDIA,,,,,,,,,,,011000,MALAYALAM,6,4,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,47,24,23
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,0,1
00,INDIA,,,,,,,,,,,015000,ODIA ,9,5,4
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,1,0
00,INDIA,,,,,,,,,,,020000,TAMIL ,121,83,38
00,INDIA,,,,,,,,,,,022000,URDU,9,7,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2061,1343,718
00,INDIA,,,,,,,,,,,124000,OTHERS,6,5,1
00,INDIA,,,,,,018000,SANTALI ,368,190,178,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,71,59,12
00,INDIA,,,,,,,,,,,013000,MARATHI ,30,20,10
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,0,1
00,INDIA,,,,,,,,,,,044000,GONDI,25,12,13
00,INDIA,,,,,,019000,SINDHI,149,90,59,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,32,21,11
00,INDIA,,,,,,,,,,,007000,KANNADA,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,2,1,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,3,2,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,35,23,12
00,INDIA,,,,,,,,,,,124000,OTHERS,3,1,2
00,INDIA,,,,,,020000,TAMIL ,3400181,1722618,1677563,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,6,2,4
00,INDIA,,,,,,,,,,,002000,BENGALI ,2556,1294,1262
00,INDIA,,,,,,,,,,,005000,GUJARATI,172,89,83
00,INDIA,,,,,,,,,,,006000,HINDI ,51236,31438,19798
00,INDIA,,,,,,,,,,,007000,KANNADA,93133,50890,42243
00,INDIA,,,,,,,,,,,009000,KONKANI,15,7,8
00,INDIA,,,,,,,,,,,010000,MAITHILI ,5,3,2
00,INDIA,,,,,,,,,,,011000,MALAYALAM,7555,4139,3416
00,INDIA,,,,,,,,,,,013000,MARATHI ,306,168,138
00,INDIA,,,,,,,,,,,014000,NEPALI ,2,1,1
00,INDIA,,,,,,,,,,,015000,ODIA ,106,74,32
00,INDIA,,,,,,,,,,,016000,PUNJABI ,14,9,5
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,230,143,87
00,INDIA,,,,,,,,,,,019000,SINDHI,1,1,0
00,INDIA,,,,,,,,,,,022000,URDU,1666,1166,500
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1494,988,506
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,8,5,3
00,INDIA,,,,,,,,,,,039000,DIMASA ,3,1,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,441427,248088,193339
00,INDIA,,,,,,,,,,,041000,GADABA ,1,0,1
00,INDIA,,,,,,,,,,,049000,JATAPU ,1,1,0
00,INDIA,,,,,,,,,,,069000,KOYA ,8,6,2
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,2,2,0
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,1,0,1
00,INDIA,,,,,,,,,,,089000,MOGH ,1,1,0
00,INDIA,,,,,,,,,,,091000,MUNDA,3,2,1
00,INDIA,,,,,,,,,,,093000,NICOBARESE ,6,3,3
00,INDIA,,,,,,,,,,,117000,TULU ,52,29,23
00,INDIA,,,,,,,,,,,124000,OTHERS,280,149,131
00,INDIA,,,,,,022000,URDU,176367,100248,76119,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,13,10,3
00,INDIA,,,,,,,,,,,005000,GUJARATI,12,9,3
00,INDIA,,,,,,,,,,,006000,HINDI ,5326,3410,1916
00,INDIA,,,,,,,,,,,007000,KANNADA,1840,1171,669
00,INDIA,,,,,,,,,,,009000,KONKANI,2,1,1
00,INDIA,,,,,,,,,,,011000,MALAYALAM,24,16,8
00,INDIA,,,,,,,,,,,013000,MARATHI ,209,134,75
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,015000,ODIA ,28,14,14
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,1,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,13,12,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,769,552,217
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,249,169,80
00,INDIA,,,,,,,,,,,040000,ENGLISH ,8996,6106,2890
00,INDIA,,,,,,,,,,,044000,GONDI,3,2,1
00,INDIA,,,,,,,,,,,069000,KOYA ,4,2,2
00,INDIA,,,,,,,,,,,124000,OTHERS,15,10,5
00,INDIA,,,,,,023000,ADI ,16,7,9,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,1,1
00,INDIA,,,,,,,,,,,007000,KANNADA,7,4,3
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,0,1
00,INDIA,,,,,,028000,ARABIC/ARBI ,5223,3137,2086,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,2,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,1,1,0
00,INDIA,,,,,,,,,,,006000,HINDI ,614,479,135
00,INDIA,,,,,,,,,,,007000,KANNADA,13,11,2
00,INDIA,,,,,,,,,,,011000,MALAYALAM,6,4,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,2,2,0
00,INDIA,,,,,,,,,,,015000,ODIA ,1,1,0
00,INDIA,,,,,,,,,,,020000,TAMIL ,62,49,13
00,INDIA,,,,,,,,,,,022000,URDU,110,77,33
00,INDIA,,,,,,,,,,,040000,ENGLISH ,205,155,50
00,INDIA,,,,,,,,,,,124000,OTHERS,9,4,5
00,INDIA,,,,,,030000,BHILI/BHILODI ,148,73,75,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,28,12,16
00,INDIA,,,,,,,,,,,013000,MARATHI ,16,7,9
00,INDIA,,,,,,,,,,,022000,URDU,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,11,8,3
00,INDIA,,,,,,031000,BHOTIA ,3,1,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,3,1,2
00,INDIA,,,,,,032000,BHUMIJ ,3,2,1,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,033000,BISHNUPURIYA,1,1,0,,,,,
00,INDIA,,,,,,037000,COORGI/KODAGU ,43,20,23,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,2,0
00,INDIA,,,,,,,,,,,007000,KANNADA,13,8,5
00,INDIA,,,,,,,,,,,011000,MALAYALAM,3,2,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,7,5,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,0,3
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,,,,,,039000,DIMASA ,81,37,44,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,15,9,6
00,INDIA,,,,,,,,,,,020000,TAMIL ,2,0,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,040000,ENGLISH ,8074805,4787338,3287467,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,132,73,59
00,INDIA,,,,,,,,,,,002000,BENGALI ,1340,809,531
00,INDIA,,,,,,,,,,,003000,BODO ,9,7,2
00,INDIA,,,,,,,,,,,004000,DOGRI ,2,1,1
00,INDIA,,,,,,,,,,,005000,GUJARATI,592,348,244
00,INDIA,,,,,,,,,,,006000,HINDI ,2504185,1522307,981878
00,INDIA,,,,,,,,,,,007000,KANNADA,102231,57994,44237
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,2,2,0
00,INDIA,,,,,,,,,,,009000,KONKANI,297,159,138
00,INDIA,,,,,,,,,,,010000,MAITHILI ,1,1,0
00,INDIA,,,,,,,,,,,011000,MALAYALAM,2093,1126,967
00,INDIA,,,,,,,,,,,012000,MANIPURI ,15,9,6
00,INDIA,,,,,,,,,,,013000,MARATHI ,5665,3228,2437
00,INDIA,,,,,,,,,,,014000,NEPALI ,29,22,7
00,INDIA,,,,,,,,,,,015000,ODIA ,10093,6172,3921
00,INDIA,,,,,,,,,,,016000,PUNJABI ,111,59,52
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,3958,2466,1492
00,INDIA,,,,,,,,,,,018000,SANTALI ,1,1,0
00,INDIA,,,,,,,,,,,019000,SINDHI,14,9,5
00,INDIA,,,,,,,,,,,020000,TAMIL ,102558,59919,42639
00,INDIA,,,,,,,,,,,022000,URDU,7235,5072,2163
00,INDIA,,,,,,,,,,,026000,ANGAMI ,1,1,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,460,324,136
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,7,4,3
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,2,0,2
00,INDIA,,,,,,,,,,,039000,DIMASA ,1,0,1
00,INDIA,,,,,,,,,,,041000,GADABA ,33,14,19
00,INDIA,,,,,,,,,,,044000,GONDI,102,56,46
00,INDIA,,,,,,,,,,,048000,HO,1,1,0
00,INDIA,,,,,,,,,,,049000,JATAPU ,19,13,6
00,INDIA,,,,,,,,,,,055000,KHASI ,6,3,3
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,14,7,7
00,INDIA,,,,,,,,,,,063000,KOLAMI ,2,0,2
00,INDIA,,,,,,,,,,,065000,KONDA,69,63,6
00,INDIA,,,,,,,,,,,069000,KOYA ,106,63,43
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,4,2,2
00,INDIA,,,,,,,,,,,075000,LAHNDA ,1,1,0
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,4,1,3
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,3,2,1
00,INDIA,,,,,,,,,,,097000,PARJI ,1,1,0
00,INDIA,,,,,,,,,,,106000,SAVARA,70,23,47
00,INDIA,,,,,,,,,,,115000,TIBETAN ,1,1,0
00,INDIA,,,,,,,,,,,117000,TULU ,70,40,30
00,INDIA,,,,,,,,,,,124000,OTHERS,1266,790,476
00,INDIA,,,,,,041000,GADABA ,1991,991,1000,,,,,
00,INDIA,,,,,,,,,,,005000,GUJARATI,6,6,0
00,INDIA,,,,,,,,,,,006000,HINDI ,3,3,0
00,INDIA,,,,,,,,,,,015000,ODIA ,66,31,35
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,39,25,14
00,INDIA,,,,,,,,,,,065000,KONDA,6,4,2
00,INDIA,,,,,,,,,,,097000,PARJI ,1,0,1
00,INDIA,,,,,,042000,GANGTE ,2,2,0,,,,,
00,INDIA,,,,,,043000,GARO ,125,68,57,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,2,2,0
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1,1,0
