C-17 POPULATION BY BILINGUALISM AND TRILINGUALISM,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
State,State name,Total speakers of languages,,,,,Number of speakers speaking subsidiary languages      (1st language),,,,,Number of speakers speaking subsidiary languages      (2nd language),,,,
Code,,Code,Name,Persons,Males,Females,Code,1 st subsidiary languages,Persons,Males,Females,Code,2nd subsidiary languages,Persons,Males,Females
00,INDIA,,,,,,044000,GONDI,5274,2762,2512,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,483,310,173
00,INDIA,,,,,,,,,,,011000,MALAYALAM,5,2,3
00,INDIA,,,,,,,,,,,013000,MARATHI ,544,320,224
00,INDIA,,,,,,,,,,,015000,ODIA ,2,1,1
00,INDIA,,,,,,,,,,,018000,SANTALI ,23,16,7
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,0,1
00,INDIA,,,,,,,,,,,022000,URDU,3,3,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,40,28,12
00,INDIA,,,,,,,,,,,045000,HALABI,122,55,67
00,INDIA,,,,,,,,,,,063000,KOLAMI ,9,7,2
00,INDIA,,,,,,,,,,,075000,LAHNDA ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,7,4,3
00,INDIA,,,,,,045000,HALABI,687,296,391,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,100,50,50
00,INDIA,,,,,,,,,,,013000,MARATHI ,4,2,2
00,INDIA,,,,,,,,,,,015000,ODIA ,7,5,2
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,4,2,2
00,INDIA,,,,,,,,,,,044000,GONDI,307,117,190
00,INDIA,,,,,,,,,,,124000,OTHERS,1,0,1
00,INDIA,,,,,,046000,HALAM ,2,2,0,,,,,
00,INDIA,,,,,,048000,HO,12,6,6,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,5,4,1
00,INDIA,,,,,,,,,,,015000,ODIA ,2,0,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,049000,JATAPU ,8664,4092,4572,,,,,
00,INDIA,,,,,,,,,,,015000,ODIA ,150,73,77
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,10,8,2
00,INDIA,,,,,,,,,,,106000,SAVARA,1,1,0
00,INDIA,,,,,,053000,KHANDESHI,2081,1043,1038,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,28,20,8
00,INDIA,,,,,,,,,,,013000,MARATHI ,718,390,328
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,054000,KHARIA ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,055000,KHASI ,4,4,0,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,1,0
00,INDIA,,,,,,058000,KHOND/KONDH ,10096,4885,5211,,,,,
00,INDIA,,,,,,,,,,,015000,ODIA ,428,205,223
00,INDIA,,,,,,,,,,,040000,ENGLISH ,9,6,3
00,INDIA,,,,,,,,,,,065000,KONDA,4,1,3
00,INDIA,,,,,,,,,,,070000,KUI ,2,0,2
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,062000,KODA/KORA ,2,0,2,,,,,
00,INDIA,,,,,,063000,KOLAMI ,399,334,65,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,38,37,1
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,63,62,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,,,,,,044000,GONDI,59,31,28
00,INDIA,,,,,,065000,KONDA,7915,3913,4002,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,8,6,2
00,INDIA,,,,,,,,,,,015000,ODIA ,699,362,337
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,34,27,7
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,7,5,2
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,4,2,2
00,INDIA,,,,,,067000,KORKU ,9,4,5,,,,,
00,INDIA,,,,,,,,,,,013000,MARATHI ,1,1,0
00,INDIA,,,,,,068000,KORWA ,17,9,8,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,069000,KOYA ,13428,6671,6757,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,2,1
00,INDIA,,,,,,,,,,,006000,HINDI ,180,129,51
00,INDIA,,,,,,,,,,,007000,KANNADA,5,1,4
00,INDIA,,,,,,,,,,,013000,MARATHI ,25,12,13
00,INDIA,,,,,,,,,,,015000,ODIA ,151,92,59
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,1,0
00,INDIA,,,,,,,,,,,020000,TAMIL ,9,6,3
00,INDIA,,,,,,,,,,,022000,URDU,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,191,109,82
00,INDIA,,,,,,,,,,,065000,KONDA,1,0,1
00,INDIA,,,,,,070000,KUI ,1335,585,750,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,,,,,,015000,ODIA ,204,110,94
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,1,0,1
00,INDIA,,,,,,071000,KUKI,1,1,0,,,,,
00,INDIA,,,,,,072000,KURUKH/ORAON ,25,10,15,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,3,2,1
00,INDIA,,,,,,,,,,,007000,KANNADA,2,1,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,2,0,2
00,INDIA,,,,,,073000,LADAKHI ,1,0,1,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,075000,LAHNDA ,132,58,74,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,19,7,12
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,0,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,3,1,2
00,INDIA,,,,,,079000,LIANGMEI ,2,2,0,,,,,
00,INDIA,,,,,,082000,LUSHAI/MIZO ,11,6,5,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,5,3,2
00,INDIA,,,,,,083000,MALTO ,2,1,1,,,,,
00,INDIA,,,,,,087000,MIRI/MISHING,1,0,1,,,,,
00,INDIA,,,,,,089000,MOGH ,4,2,2,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,091000,MUNDA,2,2,0,,,,,
00,INDIA,,,,,,093000,NICOBARESE ,1,1,0,,,,,
00,INDIA,,,,,,097000,PARJI ,143,67,76,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,2,1,1
00,INDIA,,,,,,,,,,,015000,ODIA ,20,13,7
00,INDIA,,,,,,,,,,,040000,ENGLISH ,2,1,1
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,7,5,2
00,INDIA,,,,,,102000,RABHA ,1,1,0,,,,,
00,INDIA,,,,,,106000,SAVARA,13950,6888,7062,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,4,2,2
00,INDIA,,,,,,,,,,,006000,HINDI ,4,2,2
00,INDIA,,,,,,,,,,,015000,ODIA ,88,52,36
00,INDIA,,,,,,,,,,,020000,TAMIL ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,115,45,70
00,INDIA,,,,,,,,,,,041000,GADABA ,1,1,0
00,INDIA,,,,,,111000,TAMANG ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,1,1,0
00,INDIA,,,,,,114000,THADO ,2,1,1,,,,,
00,INDIA,,,,,,115000,TIBETAN ,2,0,2,,,,,
00,INDIA,,,,,,116000,TRIPURI ,4,2,2,,,,,
00,INDIA,,,,,,117000,TULU ,1002,507,495,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,11,6,5
00,INDIA,,,,,,,,,,,007000,KANNADA,480,254,226
00,INDIA,,,,,,,,,,,011000,MALAYALAM,11,7,4
00,INDIA,,,,,,,,,,,015000,ODIA ,1,1,0
00,INDIA,,,,,,,,,,,020000,TAMIL ,26,11,15
00,INDIA,,,,,,,,,,,040000,ENGLISH ,25,16,9
00,INDIA,,,,,,118000,VAIPHEI ,10,5,5,,,,,
00,INDIA,,,,,,121000,ZELIANG ,1,0,1,,,,,
00,INDIA,,,,,,123000,ZOU ,1,1,0,,,,,
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1,1,0
00,INDIA,,,,,,124000,OTHERS,5078,2751,2327,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,17,8,9
00,INDIA,,,,,,,,,,,005000,GUJARATI,4,2,2
00,INDIA,,,,,,,,,,,006000,HINDI ,989,611,378
00,INDIA,,,,,,,,,,,007000,KANNADA,36,23,13
00,INDIA,,,,,,,,,,,011000,MALAYALAM,2,1,1
00,INDIA,,,,,,,,,,,013000,MARATHI ,44,25,19
00,INDIA,,,,,,,,,,,015000,ODIA ,352,183,169
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,0,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,4,1,3
00,INDIA,,,,,,,,,,,020000,TAMIL ,63,31,32
00,INDIA,,,,,,,,,,,022000,URDU,11,5,6
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,2,2,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,423,272,151
00,INDIA,,,,,,,,,,,044000,GONDI,4,3,1
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,3,1,2
00,INDIA,,,,,,,,,,,069000,KOYA ,1,0,1
00,INDIA,,,,,,,,,,,070000,KUI ,1,0,1
00,INDIA,,,,,,,,,,,117000,TULU ,5,3,2
00,INDIA,022000,URDU,50772631,26180481,24592150,,,,,,,,,,
00,INDIA,,,,,,001000,ASSAMESE,4374,2712,1662,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,422,231,191
00,INDIA,,,,,,,,,,,005000,GUJARATI,2,2,0
00,INDIA,,,,,,,,,,,006000,HINDI ,1311,934,377
00,INDIA,,,,,,,,,,,007000,KANNADA,3,3,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,6,3,3
00,INDIA,,,,,,,,,,,014000,NEPALI ,12,7,5
00,INDIA,,,,,,,,,,,016000,PUNJABI ,1,1,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1,0,1
00,INDIA,,,,,,,,,,,021000,TELUGU ,1,1,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,8,8,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,120,69,51
00,INDIA,,,,,,,,,,,043000,GARO ,1,1,0
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,2,2,0
00,INDIA,,,,,,,,,,,124000,OTHERS,2,1,1
00,INDIA,,,,,,002000,BENGALI ,251749,137532,114217,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,170,90,80
00,INDIA,,,,,,,,,,,005000,GUJARATI,17,8,9
00,INDIA,,,,,,,,,,,006000,HINDI ,52116,31076,21040
00,INDIA,,,,,,,,,,,007000,KANNADA,79,53,26
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,13,7,6
00,INDIA,,,,,,,,,,,009000,KONKANI,1,0,1
00,INDIA,,,,,,,,,,,010000,MAITHILI ,2,1,1
00,INDIA,,,,,,,,,,,011000,MALAYALAM,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,70,50,20
00,INDIA,,,,,,,,,,,014000,NEPALI ,81,55,26
00,INDIA,,,,,,,,,,,015000,ODIA ,1315,647,668
00,INDIA,,,,,,,,,,,016000,PUNJABI ,22,18,4
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,2,1,1
00,INDIA,,,,,,,,,,,018000,SANTALI ,33,17,16
00,INDIA,,,,,,,,,,,019000,SINDHI,1,1,0
00,INDIA,,,,,,,,,,,020000,TAMIL ,9,7,2
00,INDIA,,,,,,,,,,,021000,TELUGU ,51,33,18
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1311,683,628
00,INDIA,,,,,,,,,,,031000,BHOTIA ,2,0,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,13662,8114,5548
00,INDIA,,,,,,,,,,,043000,GARO ,1,0,1
00,INDIA,,,,,,,,,,,048000,HO,3,0,3
00,INDIA,,,,,,,,,,,092000,MUNDARI ,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,1,1,0
00,INDIA,,,,,,,,,,,116000,TRIPURI ,1,1,0
00,INDIA,,,,,,,,,,,117000,TULU ,1,0,1
00,INDIA,,,,,,,,,,,124000,OTHERS,37,24,13
00,INDIA,,,,,,003000,BODO ,3,2,1,,,,,
00,INDIA,,,,,,004000,DOGRI ,694,393,301,,,,,
00,INDIA,,,,,,,,,,,006000,HINDI ,112,66,46
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,12,6,6
00,INDIA,,,,,,,,,,,016000,PUNJABI ,17,8,9
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1,1,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,71,45,26
00,INDIA,,,,,,005000,GUJARATI,210509,110518,99991,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,22,9,13
00,INDIA,,,,,,,,,,,006000,HINDI ,88946,47537,41409
00,INDIA,,,,,,,,,,,007000,KANNADA,63,43,20
00,INDIA,,,,,,,,,,,009000,KONKANI,2,0,2
00,INDIA,,,,,,,,,,,011000,MALAYALAM,2,0,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,1861,1128,733
00,INDIA,,,,,,,,,,,015000,ODIA ,8,3,5
00,INDIA,,,,,,,,,,,016000,PUNJABI ,14,10,4
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,5,3,2
00,INDIA,,,,,,,,,,,019000,SINDHI,136,78,58
00,INDIA,,,,,,,,,,,020000,TAMIL ,22,10,12
00,INDIA,,,,,,,,,,,021000,TELUGU ,78,48,30
00,INDIA,,,,,,,,,,,024000,AFGHANI/KABULI/PASHTO ,5,2,3
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,1253,763,490
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,9,2,7
00,INDIA,,,,,,,,,,,040000,ENGLISH ,12651,7661,4990
00,INDIA,,,,,,,,,,,053000,KHANDESHI,2,2,0
00,INDIA,,,,,,,,,,,124000,OTHERS,51,35,16
00,INDIA,,,,,,006000,HINDI ,18620408,10018224,8602184,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,984,677,307
00,INDIA,,,,,,,,,,,002000,BENGALI ,80368,47370,32998
00,INDIA,,,,,,,,,,,004000,DOGRI ,245,141,104
00,INDIA,,,,,,,,,,,005000,GUJARATI,80880,43952,36928
00,INDIA,,,,,,,,,,,007000,KANNADA,88103,47590,40513
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,288,183,105
00,INDIA,,,,,,,,,,,009000,KONKANI,6942,3608,3334
00,INDIA,,,,,,,,,,,010000,MAITHILI ,19771,10955,8816
00,INDIA,,,,,,,,,,,011000,MALAYALAM,746,389,357
00,INDIA,,,,,,,,,,,012000,MANIPURI ,20,16,4
00,INDIA,,,,,,,,,,,013000,MARATHI ,950319,526891,423428
00,INDIA,,,,,,,,,,,014000,NEPALI ,1529,893,636
00,INDIA,,,,,,,,,,,015000,ODIA ,44478,24026,20452
00,INDIA,,,,,,,,,,,016000,PUNJABI ,2645,1598,1047
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,1382,772,610
00,INDIA,,,,,,,,,,,018000,SANTALI ,2363,1789,574
00,INDIA,,,,,,,,,,,019000,SINDHI,1357,722,635
00,INDIA,,,,,,,,,,,020000,TAMIL ,5543,2903,2640
00,INDIA,,,,,,,,,,,021000,TELUGU ,115060,62097,52963
00,INDIA,,,,,,,,,,,023000,ADI ,4,3,1
00,INDIA,,,,,,,,,,,024000,AFGHANI/KABULI/PASHTO ,17,13,4
00,INDIA,,,,,,,,,,,027000,AO ,1,1,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,397979,212518,185461
00,INDIA,,,,,,,,,,,029000,BALTI ,6,4,2
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,1352,687,665
00,INDIA,,,,,,,,,,,031000,BHOTIA ,1,1,0
00,INDIA,,,,,,,,,,,033000,BISHNUPURIYA,3,2,1
00,INDIA,,,,,,,,,,,036000,CHANG ,1,1,0
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,1,0,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1931537,1116410,815127
00,INDIA,,,,,,,,,,,043000,GARO ,1,1,0
00,INDIA,,,,,,,,,,,044000,GONDI,96,65,31
00,INDIA,,,,,,,,,,,045000,HALABI,23,13,10
00,INDIA,,,,,,,,,,,048000,HO,44,39,5
00,INDIA,,,,,,,,,,,053000,KHANDESHI,411,221,190
00,INDIA,,,,,,,,,,,054000,KHARIA ,5,4,1
00,INDIA,,,,,,,,,,,055000,KHASI ,55,49,6
00,INDIA,,,,,,,,,,,056000,KHEZHA ,1,0,1
00,INDIA,,,,,,,,,,,057000,KHIEMNUNGAN,1,1,0
00,INDIA,,,,,,,,,,,058000,KHOND/KONDH ,3,2,1
00,INDIA,,,,,,,,,,,059000,KINNAURI ,1,1,0
00,INDIA,,,,,,,,,,,062000,KODA/KORA ,7,7,0
00,INDIA,,,,,,,,,,,063000,KOLAMI ,2,1,1
00,INDIA,,,,,,,,,,,067000,KORKU ,9,7,2
00,INDIA,,,,,,,,,,,069000,KOYA ,2,0,2
00,INDIA,,,,,,,,,,,072000,KURUKH/ORAON ,111,71,40
00,INDIA,,,,,,,,,,,073000,LADAKHI ,7,3,4
00,INDIA,,,,,,,,,,,074000,LAHAULI ,1,1,0
00,INDIA,,,,,,,,,,,075000,LAHNDA ,66,33,33
00,INDIA,,,,,,,,,,,079000,LIANGMEI ,2,1,1
00,INDIA,,,,,,,,,,,082000,LUSHAI/MIZO ,2,1,1
00,INDIA,,,,,,,,,,,083000,MALTO ,1,0,1
00,INDIA,,,,,,,,,,,091000,MUNDA,1,0,1
00,INDIA,,,,,,,,,,,092000,MUNDARI ,21,8,13
00,INDIA,,,,,,,,,,,094000,NISSI/DAFLA ,5,4,1
00,INDIA,,,,,,,,,,,096000,PAITE,4,3,1
00,INDIA,,,,,,,,,,,097000,PARJI ,2,1,1
00,INDIA,,,,,,,,,,,101000,POCHURY,1,1,0
00,INDIA,,,,,,,,,,,102000,RABHA ,9,4,5
00,INDIA,,,,,,,,,,,109000,SHINA,3,1,2
00,INDIA,,,,,,,,,,,115000,TIBETAN ,4,4,0
00,INDIA,,,,,,,,,,,117000,TULU ,207,104,103
00,INDIA,,,,,,,,,,,118000,VAIPHEI ,2,2,0
00,INDIA,,,,,,,,,,,124000,OTHERS,15133,8939,6194
00,INDIA,,,,,,007000,KANNADA,3713283,1943248,1770035,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,,,,,,002000,BENGALI ,458,271,187
00,INDIA,,,,,,,,,,,005000,GUJARATI,188,125,63
00,INDIA,,,,,,,,,,,006000,HINDI ,303411,165564,137847
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,8,5,3
00,INDIA,,,,,,,,,,,009000,KONKANI,2797,1618,1179
00,INDIA,,,,,,,,,,,011000,MALAYALAM,5712,3097,2615
00,INDIA,,,,,,,,,,,013000,MARATHI ,36756,22785,13971
00,INDIA,,,,,,,,,,,014000,NEPALI ,6,3,3
00,INDIA,,,,,,,,,,,015000,ODIA ,20,12,8
00,INDIA,,,,,,,,,,,016000,PUNJABI ,8,7,1
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,10,8,2
00,INDIA,,,,,,,,,,,019000,SINDHI,1,0,1
00,INDIA,,,,,,,,,,,020000,TAMIL ,54811,36399,18412
00,INDIA,,,,,,,,,,,021000,TELUGU ,121922,73380,48542
00,INDIA,,,,,,,,,,,026000,ANGAMI ,1,0,1
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,2134,1349,785
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,1,0,1
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,227,147,80
00,INDIA,,,,,,,,,,,040000,ENGLISH ,350716,193308,157408
00,INDIA,,,,,,,,,,,076000,LAKHER,1,1,0
00,INDIA,,,,,,,,,,,115000,TIBETAN ,7,2,5
00,INDIA,,,,,,,,,,,117000,TULU ,14689,7225,7464
00,INDIA,,,,,,,,,,,124000,OTHERS,441,225,216
00,INDIA,,,,,,008000,KASHMIRI ,2972,1471,1501,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,3,0,3
00,INDIA,,,,,,,,,,,004000,DOGRI ,26,14,12
00,INDIA,,,,,,,,,,,005000,GUJARATI,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,260,154,106
00,INDIA,,,,,,,,,,,007000,KANNADA,1,0,1
00,INDIA,,,,,,,,,,,009000,KONKANI,1,1,0
00,INDIA,,,,,,,,,,,013000,MARATHI ,8,6,2
00,INDIA,,,,,,,,,,,016000,PUNJABI ,24,12,12
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,3,3,0
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,2,0,2
00,INDIA,,,,,,,,,,,040000,ENGLISH ,355,210,145
00,INDIA,,,,,,,,,,,087000,MIRI/MISHING,1,0,1
00,INDIA,,,,,,009000,KONKANI,12112,5958,6154,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,2,1,1
00,INDIA,,,,,,,,,,,006000,HINDI ,3536,1767,1769
00,INDIA,,,,,,,,,,,007000,KANNADA,1377,785,592
00,INDIA,,,,,,,,,,,011000,MALAYALAM,5,2,3
00,INDIA,,,,,,,,,,,013000,MARATHI ,1351,681,670
00,INDIA,,,,,,,,,,,020000,TAMIL ,2,0,2
00,INDIA,,,,,,,,,,,021000,TELUGU ,5,3,2
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,9,4,5
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1339,727,612
00,INDIA,,,,,,,,,,,044000,GONDI,1,0,1
00,INDIA,,,,,,,,,,,117000,TULU ,7,3,4
00,INDIA,,,,,,,,,,,124000,OTHERS,8,5,3
00,INDIA,,,,,,010000,MAITHILI ,67456,33818,33638,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,0,1
00,INDIA,,,,,,,,,,,002000,BENGALI ,13,6,7
00,INDIA,,,,,,,,,,,005000,GUJARATI,4,2,2
00,INDIA,,,,,,,,,,,006000,HINDI ,15693,8860,6833
00,INDIA,,,,,,,,,,,014000,NEPALI ,6,4,2
00,INDIA,,,,,,,,,,,015000,ODIA ,1,1,0
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,4,2,2
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,242,136,106
00,INDIA,,,,,,,,,,,040000,ENGLISH ,267,181,86
00,INDIA,,,,,,,,,,,124000,OTHERS,31,22,9
00,INDIA,,,,,,011000,MALAYALAM,9937,4704,5233,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,1,1,0
00,INDIA,,,,,,,,,,,005000,GUJARATI,3,2,1
00,INDIA,,,,,,,,,,,006000,HINDI ,1093,567,526
00,INDIA,,,,,,,,,,,007000,KANNADA,1705,895,810
00,INDIA,,,,,,,,,,,009000,KONKANI,10,8,2
00,INDIA,,,,,,,,,,,013000,MARATHI ,26,11,15
00,INDIA,,,,,,,,,,,015000,ODIA ,1,0,1
00,INDIA,,,,,,,,,,,019000,SINDHI,11,5,6
00,INDIA,,,,,,,,,,,020000,TAMIL ,826,404,422
00,INDIA,,,,,,,,,,,021000,TELUGU ,144,95,49
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,32,22,10
00,INDIA,,,,,,,,,,,037000,COORGI/KODAGU ,2,1,1
00,INDIA,,,,,,,,,,,040000,ENGLISH ,1087,612,475
00,INDIA,,,,,,,,,,,044000,GONDI,1,1,0
00,INDIA,,,,,,,,,,,117000,TULU ,68,28,40
00,INDIA,,,,,,,,,,,124000,OTHERS,9,5,4
00,INDIA,,,,,,012000,MANIPURI ,154,131,23,,,,,
00,INDIA,,,,,,,,,,,002000,BENGALI ,4,2,2
00,INDIA,,,,,,,,,,,006000,HINDI ,23,19,4
00,INDIA,,,,,,,,,,,021000,TELUGU ,1,1,0
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,5,5,0
00,INDIA,,,,,,,,,,,040000,ENGLISH ,13,10,3
00,INDIA,,,,,,,,,,,124000,OTHERS,1,1,0
00,INDIA,,,,,,013000,MARATHI ,1228078,669448,558630,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,3,3,0
00,INDIA,,,,,,,,,,,002000,BENGALI ,79,50,29
00,INDIA,,,,,,,,,,,005000,GUJARATI,1693,1083,610
00,INDIA,,,,,,,,,,,006000,HINDI ,495258,272165,223093
00,INDIA,,,,,,,,,,,007000,KANNADA,18531,10782,7749
00,INDIA,,,,,,,,,,,008000,KASHMIRI ,8,3,5
00,INDIA,,,,,,,,,,,009000,KONKANI,1448,628,820
00,INDIA,,,,,,,,,,,011000,MALAYALAM,33,16,17
00,INDIA,,,,,,,,,,,012000,MANIPURI ,1,1,0
00,INDIA,,,,,,,,,,,014000,NEPALI ,1,1,0
00,INDIA,,,,,,,,,,,015000,ODIA ,12,5,7
00,INDIA,,,,,,,,,,,016000,PUNJABI ,20,15,5
00,INDIA,,,,,,,,,,,017000,SANSKRIT ,36,22,14
00,INDIA,,,,,,,,,,,019000,SINDHI,46,30,16
00,INDIA,,,,,,,,,,,020000,TAMIL ,139,89,50
00,INDIA,,,,,,,,,,,021000,TELUGU ,2013,1225,788
00,INDIA,,,,,,,,,,,028000,ARABIC/ARBI ,3559,1895,1664
00,INDIA,,,,,,,,,,,030000,BHILI/BHILODI ,817,415,402
00,INDIA,,,,,,,,,,,040000,ENGLISH ,146435,86141,60294
00,INDIA,,,,,,,,,,,044000,GONDI,55,33,22
00,INDIA,,,,,,,,,,,053000,KHANDESHI,339,200,139
00,INDIA,,,,,,,,,,,055000,KHASI ,1,1,0
00,INDIA,,,,,,,,,,,063000,KOLAMI ,3,2,1
00,INDIA,,,,,,,,,,,067000,KORKU ,5,2,3
00,INDIA,,,,,,,,,,,075000,LAHNDA ,4,4,0
00,INDIA,,,,,,,,,,,102000,RABHA ,3,1,2
00,INDIA,,,,,,,,,,,117000,TULU ,3,2,1
00,INDIA,,,,,,,,,,,124000,OTHERS,204,120,84
00,INDIA,,,,,,014000,NEPALI ,3397,1963,1434,,,,,
00,INDIA,,,,,,,,,,,001000,ASSAMESE,1,1,0
00,INDIA,,,,,,,,,,,002000,BENGALI ,69,46,23
00,INDIA,,,,,,,,,,,006000,HINDI ,1625,973,652
